Dataset,min_samples,metric,algorithm,max_epsilon,Dataset scaling,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Adjusted Rand Index,Purity,Fowlkes-Mallows Index,Normalized Mutual Info,Number of Clusters
cmc,25,euclidean,auto,1.5,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,euclidean,brute,1.5,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,manhattan,auto,1.5,Robust,0.35305819266877697,1.125433665759374,94.36428872805827,-0.0006993082277518543,0.4092526690391459,0.36355343945279855,0.013979229990502206,4
cmc,25,manhattan,brute,1.5,Robust,0.35305819266877697,1.125433665759374,94.36428872805827,-0.0006993082277518543,0.4092526690391459,0.36355343945279855,0.013979229990502206,4
cmc,25,cosine,auto,1.5,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,cosine,brute,1.5,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,euclidean,auto,3.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,euclidean,brute,3.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,manhattan,auto,3.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,manhattan,brute,3.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,cosine,auto,3.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,cosine,brute,3.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,euclidean,auto,5.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,euclidean,brute,5.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,manhattan,auto,5.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,manhattan,brute,5.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,cosine,auto,5.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,cosine,brute,5.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,euclidean,auto,7.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,euclidean,brute,7.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,manhattan,auto,7.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,manhattan,brute,7.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,cosine,auto,7.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,cosine,brute,7.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,euclidean,auto,9.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,euclidean,brute,9.0,Robust,0.39023287399379586,0.9997795048433576,131.45680482496758,0.006077057218015028,0.43103448275862066,0.30930579397000907,0.023876898118473325,6
cmc,25,manhattan,auto,9.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,manhattan,brute,9.0,Robust,0.34025927752479707,1.1431860551509023,109.76568312397896,0.0017582434634278745,0.41689373297002724,0.31015067457779943,0.015067669913310372,5
cmc,25,cosine,auto,9.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,25,cosine,brute,9.0,Robust,0.4498797614260956,0.8062184615018367,156.10188320244023,0.007120569010261531,0.41472868217054265,0.24617927665193834,0.02711909330184027,6
cmc,35,euclidean,auto,1.5,Robust,0.2950402094577762,1.4402293130155615,66.76103193344288,-0.002236247422423246,0.4,0.4421802408638807,0.0005056769345328159,2
