Dataset,min_samples,metric,algorithm,max_epsilon,Dataset scaling,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Score,Adjusted Rand Index,Purity,Fowlkes-Mallows Index,Normalized Mutual Info,Number of Clusters
pen-based,15,euclidean,auto,1.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,euclidean,brute,1.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,manhattan,auto,1.0,MinMax,0.3608415896626055,0.7596135891434022,959.6169542762422,0.6765396059976959,0.7922309337134711,0.7584342220047704,0.8440837443321968,17
pen-based,15,manhattan,brute,1.0,MinMax,0.3608415896626055,0.7596135891434022,959.6169542762422,0.6765396059976959,0.7922309337134711,0.7584342220047704,0.8440837443321968,17
pen-based,15,cosine,auto,1.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,cosine,brute,1.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,euclidean,auto,3.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,euclidean,brute,3.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,manhattan,auto,3.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,manhattan,brute,3.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,cosine,auto,3.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,cosine,brute,3.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,euclidean,auto,5.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,euclidean,brute,5.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,manhattan,auto,5.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,manhattan,brute,5.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,cosine,auto,5.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,cosine,brute,5.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,euclidean,auto,7.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,euclidean,brute,7.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,manhattan,auto,7.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,manhattan,brute,7.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,cosine,auto,7.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,cosine,brute,7.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,euclidean,auto,9.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,euclidean,brute,9.0,MinMax,0.6006393028888727,0.5920730481310307,254.6208883432859,0.43857020601504887,1.0,0.5969876842697891,0.7187246611226611,11
pen-based,15,manhattan,auto,9.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,manhattan,brute,9.0,MinMax,0.5926800920174432,0.5540205447574216,317.91884919206905,0.6577262653117708,1.0,0.7405181144349012,0.8290769826888029,12
pen-based,15,cosine,auto,9.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,15,cosine,brute,9.0,MinMax,0.5449238904328195,0.6636430622500759,347.88005507603464,0.26730503744108053,0.9949874686716792,0.4260548803635397,0.7185798348300642,33
pen-based,20,euclidean,auto,1.0,MinMax,0.6128289380156365,0.6079428367779051,281.869944821847,0.7873626869487402,0.9956331877729258,0.8491646099138722,0.8618912709374054,6
